Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Lateral Raise (Dumbbell)",2,20.0,9,0,0,,,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Lateral Raise (Dumbbell)",3,17.5,12,0,0,,,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,13,0,0,"",,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Triceps Pushdown (Cable - Straight Bar)",2,40.0,8,0,0,,,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Triceps Pushdown (Cable - Straight Bar)",3,35.0,9,0,0,,,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Chest Fly",1,100.0,10,0,0,"",,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Chest Fly",2,105.0,8,0,0,,,
2022-09-16 18:04:57,"Push Day #2",6h 43min,"Chest Fly",3,110.0,10,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Bicep Curl (Dumbbell)",1,25.0,14,0,0,"","",
2022-09-17 16:11:53,"Pull Day #2",56min,"Bicep Curl (Dumbbell)",2,32.5,7,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Bicep Curl (Dumbbell)",3,32.5,5,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Bicep Curl (Dumbbell)",4,27.5,8,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Reverse Fly (Machine)",1,55.0,14,0,0,"",,
2022-09-17 16:11:53,"Pull Day #2",56min,"Reverse Fly (Machine)",2,85.0,6,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Reverse Fly (Machine)",3,70.0,8,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Preacher Curl (Barbell)",1,45.0,14,0,0,"",,
2022-09-17 16:11:53,"Pull Day #2",56min,"Preacher Curl (Barbell)",2,65.0,6,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Preacher Curl (Barbell)",3,60.0,8,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"Preacher Curl (Barbell)",4,55.0,10,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"T Bar Row",1,25.0,14,0,0,"",,
2022-09-17 16:11:53,"Pull Day #2",56min,"T Bar Row",2,45.0,12,0,0,,,
2022-09-17 16:11:53,"Pull Day #2",56min,"T Bar Row",3,55.0,8,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Abductor (Machine)",1,210.0,14,0,0,"","",
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Abductor (Machine)",2,250.0,12,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Abductor (Machine)",3,270.0,7,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Abductor (Machine)",4,260.0,7,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Adductor (Machine)",1,170.0,14,0,0,"",,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Adductor (Machine)",2,190.0,14,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Hip Adductor (Machine)",3,230.0,10,0,0,,,
2022-09-18 20:19:51,"Bad Leg Day ",51min,"Stair master ",1,0,0,0,1800,"",,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",1,52.5,7,0,0,"","",
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",2,47.5,11,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Pushdown (Cable - Straight Bar)",3,47.5,7,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Lateral Raise (Dumbbell)",1,15.0,14,0,0,"",,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Lateral Raise (Dumbbell)",2,22.5,7,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Lateral Raise (Dumbbell)",3,17.5,10,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Bench Press (Barbell)",1,105.0,8,0,0,"",,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Bench Press (Barbell)",2,115.0,6,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Bench Press (Barbell)",3,120.0,6,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Dip (Assisted)",1,30.0,14,0,0,"",,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Dip (Assisted)",2,10.0,14,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Triceps Dip (Assisted)",3,0.0,8,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Chest Fly",1,100.0,14,0,0,"",,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Chest Fly",2,110.0,10,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Chest Fly",3,115.0,10,0,0,,,
2022-09-20 17:26:42,"Afternoon Workout",1h 22min,"Sit Up",1,0.0,40,0,0,"",,
2022-09-21 14:37:26,"Pull Day #1",59min,"Lat Pulldown (Cable)",1,85.0,14,0,0,"","",
2022-09-21 14:37:26,"Pull Day #1",59min,"Lat Pulldown (Cable)",2,120.0,8,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Lat Pulldown (Cable)",3,125.00000000000001,6,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Lat Pulldown (Cable)",4,120.0,6,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Preacher Curl (Barbell)",1,45.0,14,0,0,"",,
2022-09-21 14:37:26,"Pull Day #1",59min,"Preacher Curl (Barbell)",2,65.0,5,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Preacher Curl (Barbell)",3,60.0,8,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Preacher Curl (Barbell)",4,60.0,6,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Seated Row (Cable)",1,140.0,14,0,0,"",,
2022-09-21 14:37:26,"Pull Day #1",59min,"Seated Row (Cable)",2,170.0,12,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Seated Row (Cable)",3,200.0,8,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Hammer Curl (Dumbbell)",1,27.5,6,0,0,"",,
2022-09-21 14:37:26,"Pull Day #1",59min,"Hammer Curl (Dumbbell)",2,27.5,5,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Hammer Curl (Dumbbell)",3,25.0,8,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Chin Up (Assisted)",1,30.0,14,0,0,"",,
2022-09-21 14:37:26,"Pull Day #1",59min,"Chin Up (Assisted)",2,10.0,14,0,0,,,
2022-09-21 14:37:26,"Pull Day #1",59min,"Chin Up (Assisted)",3,0.0,8,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Adductor (Machine)",1,190.0,14,0,0,"","",
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Adductor (Machine)",2,220.0,14,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Adductor (Machine)",3,240.0,10,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Abductor (Machine)",1,250.0,14,0,0,"",,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Abductor (Machine)",2,290.0,5,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Hip Abductor (Machine)",3,250.0,8,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Leg Press",1,180.0,14,0,0,"",,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Leg Press",2,180.0,12,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Leg Press",3,230.0,8,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Seated Leg Press (Machine)",1,210.0,10,0,0,"",,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Seated Leg Press (Machine)",2,220.0,6,0,0,,,
2022-09-25 20:23:17,"Leg Day Sept 25",42min,"Seated Leg Press (Machine)",3,200.0,6,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Lat Pulldown (Cable)",1,100.0,12,0,0,"","",
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Lat Pulldown (Cable)",2,120.0,6,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Lat Pulldown (Cable)",3,120.0,8,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Lat Pulldown (Cable)",4,120.0,6,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Preacher Curl (Barbell)",1,45.0,14,0,0,"",,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Preacher Curl (Barbell)",2,60.0,10,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Preacher Curl (Barbell)",3,60.0,6,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Preacher Curl (Barbell)",4,60.0,8,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Seated Row (Cable)",1,140.0,14,0,0,"",,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Seated Row (Cable)",2,240.0,5,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Seated Row (Cable)",3,200.0,10,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Hammer Curl (Dumbbell)",1,25.0,10,0,0,"",,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Hammer Curl (Dumbbell)",2,27.5,8,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Hammer Curl (Dumbbell)",3,30.0,4,0,0,,,
2022-09-28 19:56:16,"Pull Day #1",1h 21min,"Chin Up (Assisted)",1,30.0,14,0,0,"",,
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Abductor (Machine)",1,270.0,10,0,0,"","",
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Abductor (Machine)",2,290.0,8,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Abductor (Machine)",3,280.0,8,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Adductor (Machine)",1,210.0,14,0,0,"",,
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Adductor (Machine)",2,220.0,14,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Hip Adductor (Machine)",3,240.0,14,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Seated Leg Curl (Machine)",1,90.0,7,0,0,"",,
2022-09-29 20:33:20,"Evening Workout",33min,"Seated Leg Curl (Machine)",2,90.0,10,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Seated Leg Curl (Machine)",3,90.0,10,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Leg Extension (Machine)",1,90.0,14,0,0,"",,
2022-09-29 20:33:20,"Evening Workout",33min,"Leg Extension (Machine)",2,110.0,10,0,0,,,
2022-09-29 20:33:20,"Evening Workout",33min,"Leg Extension (Machine)",3,110.0,12,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Incline Bench Press (Dumbbell)",1,30.0,14,0,0,"","",
2022-09-30 20:22:44,"Push #2",1h 13min,"Incline Bench Press (Dumbbell)",2,42.5,10,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Incline Bench Press (Dumbbell)",3,42.5,5,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Incline Bench Press (Dumbbell)",4,37.49999999999999,8,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Extension (Cable)",1,50.0,10,0,0,"",,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Extension (Cable)",2,60.0,8,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Extension (Cable)",3,60.0,8,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Lateral Raise (Dumbbell)",1,15.0,14,0,0,"",,
2022-09-30 20:22:44,"Push #2",1h 13min,"Lateral Raise (Dumbbell)",2,22.5,7,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Lateral Raise (Dumbbell)",3,17.5,10,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Pushdown (Cable - Straight Bar)",1,50.0,8,0,0,"",,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Pushdown (Cable - Straight Bar)",2,55.0,5,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Triceps Pushdown (Cable - Straight Bar)",3,50.0,8,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Chest Fly",1,100.0,14,0,0,"",,
2022-09-30 20:22:44,"Push #2",1h 13min,"Chest Fly",2,115.0,10,0,0,,,
2022-09-30 20:22:44,"Push #2",1h 13min,"Chest Fly",3,120.0,6,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Bicep Curl (Dumbbell)",1,25.0,14,0,0,"","",
2022-10-01 18:42:15,"Pull Day #2",40min,"Bicep Curl (Dumbbell)",2,32.5,8,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Bicep Curl (Dumbbell)",3,32.5,5,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Bicep Curl (Dumbbell)",4,27.5,8,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Reverse Fly (Machine)",1,70.0,12,0,0,"",,
2022-10-01 18:42:15,"Pull Day #2",40min,"Reverse Fly (Machine)",2,85.0,6,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Reverse Fly (Machine)",3,74.99999999999999,8,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Preacher Curl (Barbell)",1,45.0,14,0,0,"",,
2022-10-01 18:42:15,"Pull Day #2",40min,"Preacher Curl (Barbell)",2,65.0,6,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"Preacher Curl (Barbell)",3,60.0,8,0,0,,,
2022-10-01 18:42:15,"Pull Day #2",40min,"T Bar Row",1,35.0,14,0,0,"",,
2022-10-02 18:51:53,"Evening Workout",35min,"Leg Press",1,180.0,14,0,0,"","",
2022-10-02 18:51:53,"Evening Workout",35min,"Leg Press",2,250.0,8,0,0,,,
2022-10-02 18:51:53,"Evening Workout",35min,"Leg Press",3,230.0,8,0,0,,,
2022-10-02 18:51:53,"Evening Workout",35min,"Sit Up",1,0.0,30,0,0,"",,
2022-10-02 18:51:53,"Evening Workout",35min,"Sit Up",2,0.0,20,0,0,,,
2022-10-02 18:51:53,"Evening Workout",35min,"Sit Up",3,0.0,20,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Bench Press (Barbell)",1,115.0,10,0,0,"","",
2022-10-04 15:26:08,"Afternoon Workout",52min,"Bench Press (Barbell)",2,125.0,8,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Bench Press (Barbell)",3,125.0,5,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Dip (Assisted)",1,15.0,14,0,0,"",,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Dip (Assisted)",2,10.0,14,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Dip (Assisted)",3,10.0,10,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Lateral Raise (Dumbbell)",1,17.5,14,0,0,"",,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Lateral Raise (Dumbbell)",2,20.0,10,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Lateral Raise (Dumbbell)",3,20.0,8,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Chest Fly",1,100.0,10,0,0,"",,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Chest Fly",2,115.0,10,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Chest Fly",3,120.0,6,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Pushdown (Cable - Straight Bar)",1,37.49999999999999,10,0,0,"",,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Pushdown (Cable - Straight Bar)",2,42.5,8,0,0,,,
2022-10-04 15:26:08,"Afternoon Workout",52min,"Triceps Pushdown (Cable - Straight Bar)",3,37.49999999999999,8,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Lat Pulldown (Cable)",1,100.0,14,0,0,"","",
2022-10-05 15:21:24,"Pull Day #1",57min,"Lat Pulldown (Cable)",2,120.0,8,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Lat Pulldown (Cable)",3,120.0,7,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Lat Pulldown (Cable)",4,120.0,6,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Preacher Curl (Barbell)",1,55.0,14,0,0,"",,
2022-10-05 15:21:24,"Pull Day #1",57min,"Preacher Curl (Barbell)",2,65.0,10,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Preacher Curl (Barbell)",3,70.0,7,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Seated Row (Cable)",1,170.0,14,0,0,"",,
2022-10-05 15:21:24,"Pull Day #1",57min,"Seated Row (Cable)",2,240.0,8,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Seated Row (Cable)",3,210.0,10,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Hammer Curl (Dumbbell)",1,25.0,14,0,0,"",,
2022-10-05 15:21:24,"Pull Day #1",57min,"Hammer Curl (Dumbbell)",2,32.5,6,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Hammer Curl (Dumbbell)",3,27.5,8,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Chin Up (Assisted)",1,0.0,12,0,0,"",,
2022-10-05 15:21:24,"Pull Day #1",57min,"Chin Up (Assisted)",2,0.0,8,0,0,,,
2022-10-05 15:21:24,"Pull Day #1",57min,"Chin Up (Assisted)",3,0.0,6,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Abductor (Machine)",1,270.0,8,0,0,"","",
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Abductor (Machine)",2,280.0,8,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Abductor (Machine)",3,290.0,7,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Adductor (Machine)",1,220.0,14,0,0,"",,
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Adductor (Machine)",2,230.0,12,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Hip Adductor (Machine)",3,240.0,10,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Leg Press",1,270.0,10,0,0,"",,
2022-10-06 19:18:32,"Evening Workout",51min,"Leg Press",2,270.0,10,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Leg Press",3,270.0,12,0,0,,,
2022-10-06 19:18:32,"Evening Workout",51min,"Sit Up",1,0.0,30,0,0,"",,
2022-10-06 19:18:32,"Evening Workout",51min,"Sit Up",2,0.0,20,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Incline Bench Press (Dumbbell)",1,37.49999999999999,6,0,0,"","",
2022-10-07 20:25:31,"Push #2",1h 3min,"Incline Bench Press (Dumbbell)",2,37.49999999999999,8,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Incline Bench Press (Dumbbell)",3,40.0,6,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Triceps Extension (Cable)",1,55.0,6,0,0,"",,
2022-10-07 20:25:31,"Push #2",1h 3min,"Lateral Raise (Dumbbell)",1,17.5,14,0,0,"",,
2022-10-07 20:25:31,"Push #2",1h 3min,"Lateral Raise (Dumbbell)",2,20.0,10,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Lateral Raise (Dumbbell)",3,22.5,7,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Triceps Pushdown (Cable - Straight Bar)",1,37.49999999999999,14,0,0,"",,
2022-10-07 20:25:31,"Push #2",1h 3min,"Triceps Pushdown (Cable - Straight Bar)",2,47.5,8,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Triceps Pushdown (Cable - Straight Bar)",3,52.5,6,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Chest Fly",1,115.0,14,0,0,"",,
2022-10-07 20:25:31,"Push #2",1h 3min,"Chest Fly",2,130.0,8,0,0,,,
2022-10-07 20:25:31,"Push #2",1h 3min,"Chest Fly",3,135.0,6,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Bicep Curl (Dumbbell)",1,32.5,8,0,0,"","",
2022-10-08 10:48:29,"Pull Day #2",1h,"Bicep Curl (Dumbbell)",2,32.5,6,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Bicep Curl (Dumbbell)",3,30.0,8,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Bicep Curl (Dumbbell)",4,30.0,6,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Reverse Fly (Machine)",1,95.0,8,0,0,"",,
2022-10-08 10:48:29,"Pull Day #2",1h,"Reverse Fly (Machine)",2,80.0,10,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Reverse Fly (Machine)",3,80.0,8,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Reverse Fly (Machine)",4,80.0,9,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Preacher Curl (Barbell)",1,65.0,14,0,0,"",,
2022-10-08 10:48:29,"Pull Day #2",1h,"Preacher Curl (Barbell)",2,74.99999999999999,6,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"Preacher Curl (Barbell)",3,65.0,6,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"T Bar Row",1,45.0,14,0,0,"",,
2022-10-08 10:48:29,"Pull Day #2",1h,"T Bar Row",2,55.0,10,0,0,,,
2022-10-08 10:48:29,"Pull Day #2",1h,"T Bar Row",3,60.0,8,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Triceps Pushdown (Cable - Straight Bar)",1,47.5,14,0,0,"","",
2022-10-11 19:37:22,"Evening Workout",47min,"Triceps Pushdown (Cable - Straight Bar)",2,52.5,8,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Triceps Pushdown (Cable - Straight Bar)",3,52.5,6,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Chest Fly",1,115.0,14,0,0,"",,
2022-10-11 19:37:22,"Evening Workout",47min,"Chest Fly",2,130.0,10,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Chest Fly",3,135.0,6,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Lateral Raise (Dumbbell)",1,20.0,14,0,0,"",,
2022-10-11 19:37:22,"Evening Workout",47min,"Lateral Raise (Dumbbell)",2,22.5,8,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Lateral Raise (Dumbbell)",3,22.5,8,0,0,,,
2022-10-11 19:37:22,"Evening Workout",47min,"Bench Press (Barbell)",1,115.0,6,0,0,"",,
2022-10-11 19:37:22,"Evening Workout",47min,"Bench Press (Barbell)",2,115.0,8,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Preacher Curl (Barbell)",1,70.0,8,0,0,"","",
2022-10-13 17:13:59,"Afternoon Workout",55min,"Preacher Curl (Barbell)",2,70.0,8,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Preacher Curl (Barbell)",3,70.0,6,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Preacher Curl (Barbell)",4,65.0,8,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Leg Press",1,250.0,10,0,0,"",,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Leg Press",2,250.0,10,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Leg Press",3,250.0,12,0,0,,,
2022-10-13 17:13:59,"Afternoon Workout",55min,"Leg Press",4,270.0,8,0,0,,,
